局名,ppb
西部コミュニティセンター,****
国設大阪,17
茨木市役所,18
高石中学校,34
池田市立南畑会館,24
大東市役所,26
府立修徳学院,34
貝塚市消防署,38
島本町役場,23
富田林市役所,33
南海団地,39
泉南市役所,44
緑ケ丘小学校,****
三日市公民館,31
藤井寺市役所,34
岸和田中央公園,41
佐野中学校,38
泉大津市役所,29
豊能町役場,29
此花区役所,11
平尾小学校,20
野中小学校,13
桃谷中学校,****
大宮中学校,15
聖賢小学校,17
清江小学校,28
摂陽中学校,28
今宮中学校,25
九条南小学校,17
茨田北小学校,22
南港中央公園,6
出来島小学校,9
少林寺,29
浜寺,37
三宝,31
若松台,36
石津,32
登美丘,35
深井,35
美原,22
金岡南,33
高石消防署高師浜出張所,28
豊中市千成,15
豊中市千里,12
豊中市役所,19
吹田市垂水,15
吹田市北消防署,15
吹田市高野台,16
東大阪市西保健センター,27
東大阪市六万寺,35
東大阪市環境衛生検査センター,18
楠葉,19
枚方市役所,23
王仁公園,21
高槻北,22
庄所,20
八尾市保健所,32
成田,
寝屋川市役所,23
