局名,ppb
西部コミュニティセンター,25
国設大阪,19
茨木市役所,22
高石中学校,21
池田市立南畑会館,30
大東市役所,27
府立修徳学院,14
貝塚市消防署,19
島本町役場,23
富田林市役所,22
南海団地,15
泉南市役所,13
緑ケ丘小学校,35
三日市公民館,28
藤井寺市役所,18
岸和田中央公園,29
佐野中学校,16
泉大津市役所,28
豊能町役場,33
此花区役所,20
平尾小学校,18
野中小学校,21
桃谷中学校,21
大宮中学校,21
聖賢小学校,21
清江小学校,17
摂陽中学校,14
今宮中学校,21
九条南小学校,20
茨田北小学校,20
南港中央公園,12
出来島小学校,19
少林寺,17
浜寺,18
三宝,18
若松台,34
石津,18
登美丘,20
深井,21
美原,13
金岡南,16
高石消防署高師浜出張所,22
豊中市千成,22
豊中市千里,25
豊中市役所,23
吹田市垂水,22
吹田市北消防署,23
吹田市高野台,20
東大阪市西保健センター,19
東大阪市六万寺,19
東大阪市環境衛生検査センター,12
楠葉,25
枚方市役所,22
王仁公園,12
高槻北,32
庄所,27
八尾市保健所,14
成田,
寝屋川市役所,23
