局名,ppb
西部コミュニティセンター,14
国設大阪,9
茨木市役所,16
高石中学校,26
池田市立南畑会館,30
大東市役所,14
府立修徳学院,17
貝塚市消防署,27
島本町役場,25
富田林市役所,30
南海団地,24
泉南市役所,27
緑ケ丘小学校,25
三日市公民館,30
藤井寺市役所,25
岸和田中央公園,28
佐野中学校,15
泉大津市役所,31
豊能町役場,28
此花区役所,15
平尾小学校,17
野中小学校,15
桃谷中学校,17
大宮中学校,****
聖賢小学校,15
清江小学校,20
摂陽中学校,15
今宮中学校,15
九条南小学校,15
茨田北小学校,13
南港中央公園,16
出来島小学校,9
少林寺,22
浜寺,27
三宝,****
若松台,29
石津,19
登美丘,29
深井,30
美原,19
金岡南,29
高石消防署高師浜出張所,18
豊中市千成,14
豊中市千里,8
豊中市役所,12
吹田市垂水,12
吹田市北消防署,15
吹田市高野台,13
東大阪市西保健センター,****
東大阪市六万寺,15
東大阪市環境衛生検査センター,14
楠葉,28
枚方市役所,16
王仁公園,12
高槻北,37
庄所,30
八尾市保健所,17
成田,
寝屋川市役所,14
