局名,ppb
西部コミュニティセンター,30
国設大阪,29
茨木市役所,37
高石中学校,22
池田市立南畑会館,36
大東市役所,35
府立修徳学院,17
貝塚市消防署,24
島本町役場,19
富田林市役所,22
南海団地,30
泉南市役所,31
緑ケ丘小学校,25
三日市公民館,15
藤井寺市役所,24
岸和田中央公園,24
佐野中学校,25
泉大津市役所,22
豊能町役場,32
此花区役所,33
平尾小学校,30
野中小学校,37
桃谷中学校,31
大宮中学校,32
聖賢小学校,29
清江小学校,28
摂陽中学校,30
今宮中学校,31
九条南小学校,32
茨田北小学校,34
南港中央公園,33
出来島小学校,27
少林寺,30
浜寺,29
三宝,29
若松台,20
石津,29
登美丘,24
深井,25
美原,16
金岡南,28
高石消防署高師浜出張所,24
豊中市千成,38
豊中市千里,33
豊中市役所,35
吹田市垂水,36
吹田市北消防署,36
吹田市高野台,38
東大阪市西保健センター,35
東大阪市六万寺,32
東大阪市環境衛生検査センター,33
楠葉,34
枚方市役所,34
王仁公園,27
高槻北,36
庄所,33
八尾市保健所,32
成田,
寝屋川市役所,28
