局名,ppb
西部コミュニティセンター,43
国設大阪,46
茨木市役所,40
高石中学校,49
池田市立南畑会館,43
大東市役所,48
府立修徳学院,42
貝塚市消防署,45
島本町役場,40
富田林市役所,49
南海団地,****
泉南市役所,47
緑ケ丘小学校,50
三日市公民館,****
藤井寺市役所,44
岸和田中央公園,49
佐野中学校,46
泉大津市役所,44
豊能町役場,44
此花区役所,37
平尾小学校,42
野中小学校,44
桃谷中学校,52
大宮中学校,47
聖賢小学校,54
清江小学校,40
摂陽中学校,44
今宮中学校,52
九条南小学校,40
茨田北小学校,54
南港中央公園,39
出来島小学校,28
少林寺,43
浜寺,53
三宝,46
若松台,49
石津,41
登美丘,52
深井,48
美原,35
金岡南,51
高石消防署高師浜出張所,41
豊中市千成,43
豊中市千里,36
豊中市役所,40
吹田市垂水,43
吹田市北消防署,41
吹田市高野台,42
東大阪市西保健センター,58
東大阪市六万寺,44
東大阪市環境衛生検査センター,47
楠葉,38
枚方市役所,40
王仁公園,36
高槻北,40
庄所,43
八尾市保健所,48
成田,
寝屋川市役所,37
