局名,ppb
西部コミュニティセンター,12
国設大阪,9
茨木市役所,19
高石中学校,24
池田市立南畑会館,31
大東市役所,22
府立修徳学院,28
貝塚市消防署,36
島本町役場,24
富田林市役所,30
南海団地,39
泉南市役所,38
緑ケ丘小学校,32
三日市公民館,29
藤井寺市役所,27
岸和田中央公園,36
佐野中学校,37
泉大津市役所,22
豊能町役場,30
此花区役所,8
平尾小学校,12
野中小学校,15
桃谷中学校,10
大宮中学校,12
聖賢小学校,9
清江小学校,21
摂陽中学校,15
今宮中学校,15
九条南小学校,9
茨田北小学校,12
南港中央公園,0
出来島小学校,11
少林寺,22
浜寺,26
三宝,21
若松台,31
石津,23
登美丘,32
深井,29
美原,18
金岡南,31
高石消防署高師浜出張所,21
豊中市千成,18
豊中市千里,17
豊中市役所,20
吹田市垂水,13
吹田市北消防署,21
吹田市高野台,14
東大阪市西保健センター,13
東大阪市六万寺,29
東大阪市環境衛生検査センター,9
楠葉,18
枚方市役所,16
王仁公園,13
高槻北,28
庄所,21
八尾市保健所,25
成田,
寝屋川市役所,18
