局名,ppb
西部コミュニティセンター,30
国設大阪,31
茨木市役所,33
高石中学校,9
池田市立南畑会館,34
大東市役所,30
府立修徳学院,25
貝塚市消防署,8
島本町役場,32
富田林市役所,11
南海団地,15
泉南市役所,15
緑ケ丘小学校,10
三日市公民館,6
藤井寺市役所,26
岸和田中央公園,8
佐野中学校,8
泉大津市役所,9
豊能町役場,37
此花区役所,17
平尾小学校,28
野中小学校,27
桃谷中学校,33
大宮中学校,26
聖賢小学校,30
清江小学校,26
摂陽中学校,24
今宮中学校,32
九条南小学校,28
茨田北小学校,36
南港中央公園,22
出来島小学校,22
少林寺,19
浜寺,15
三宝,22
若松台,15
石津,17
登美丘,17
深井,10
美原,12
金岡南,22
高石消防署高師浜出張所,9
豊中市千成,27
豊中市千里,30
豊中市役所,31
吹田市垂水,29
吹田市北消防署,32
吹田市高野台,31
東大阪市西保健センター,36
東大阪市六万寺,36
東大阪市環境衛生検査センター,25
楠葉,35
枚方市役所,33
王仁公園,31
高槻北,34
庄所,34
八尾市保健所,34
成田,
寝屋川市役所,29
