局名,ppb
西部コミュニティセンター,15
国設大阪,13
茨木市役所,17
高石中学校,9
池田市立南畑会館,17
大東市役所,18
府立修徳学院,10
貝塚市消防署,8
島本町役場,25
富田林市役所,5
南海団地,7
泉南市役所,5
緑ケ丘小学校,5
三日市公民館,3
藤井寺市役所,9
岸和田中央公園,8
佐野中学校,7
泉大津市役所,10
豊能町役場,14
此花区役所,15
平尾小学校,14
野中小学校,19
桃谷中学校,16
大宮中学校,16
聖賢小学校,15
清江小学校,12
摂陽中学校,6
今宮中学校,17
九条南小学校,17
茨田北小学校,11
南港中央公園,7
出来島小学校,16
少林寺,10
浜寺,11
三宝,12
若松台,7
石津,9
登美丘,7
深井,9
美原,4
金岡南,9
高石消防署高師浜出張所,7
豊中市千成,19
豊中市千里,14
豊中市役所,17
吹田市垂水,19
吹田市北消防署,14
吹田市高野台,13
東大阪市西保健センター,13
東大阪市六万寺,5
東大阪市環境衛生検査センター,7
楠葉,22
枚方市役所,20
王仁公園,8
高槻北,21
庄所,23
八尾市保健所,3
成田,
寝屋川市役所,11
