局名,ppb
西部コミュニティセンター,14
国設大阪,18
茨木市役所,20
高石中学校,18
池田市立南畑会館,27
大東市役所,28
府立修徳学院,18
貝塚市消防署,19
島本町役場,16
富田林市役所,7
南海団地,23
泉南市役所,16
緑ケ丘小学校,15
三日市公民館,6
藤井寺市役所,18
岸和田中央公園,22
佐野中学校,19
泉大津市役所,19
豊能町役場,11
此花区役所,15
平尾小学校,29
野中小学校,18
桃谷中学校,23
大宮中学校,14
聖賢小学校,19
清江小学校,24
摂陽中学校,21
今宮中学校,26
九条南小学校,21
茨田北小学校,16
南港中央公園,16
出来島小学校,17
少林寺,21
浜寺,20
三宝,25
若松台,22
石津,19
登美丘,21
深井,20
美原,15
金岡南,17
高石消防署高師浜出張所,19
豊中市千成,19
豊中市千里,21
豊中市役所,23
吹田市垂水,18
吹田市北消防署,22
吹田市高野台,15
東大阪市西保健センター,22
東大阪市六万寺,21
東大阪市環境衛生検査センター,16
楠葉,13
枚方市役所,15
王仁公園,10
高槻北,****
庄所,16
八尾市保健所,21
成田,
寝屋川市役所,17
