局名,ppb
西部コミュニティセンター,28
国設大阪,31
茨木市役所,34
高石中学校,25
池田市立南畑会館,31
大東市役所,29
府立修徳学院,21
貝塚市消防署,19
島本町役場,16
富田林市役所,13
南海団地,22
泉南市役所,21
緑ケ丘小学校,17
三日市公民館,6
藤井寺市役所,22
岸和田中央公園,21
佐野中学校,22
泉大津市役所,23
豊能町役場,26
此花区役所,26
平尾小学校,34
野中小学校,35
桃谷中学校,28
大宮中学校,32
聖賢小学校,30
清江小学校,29
摂陽中学校,23
今宮中学校,32
九条南小学校,31
茨田北小学校,24
南港中央公園,25
出来島小学校,27
少林寺,29
浜寺,30
三宝,29
若松台,22
石津,28
登美丘,24
深井,24
美原,16
金岡南,26
高石消防署高師浜出張所,29
豊中市千成,31
豊中市千里,32
豊中市役所,30
吹田市垂水,37
吹田市北消防署,35
吹田市高野台,39
東大阪市西保健センター,26
東大阪市六万寺,27
東大阪市環境衛生検査センター,24
楠葉,26
枚方市役所,27
王仁公園,25
高槻北,36
庄所,26
八尾市保健所,27
成田,
寝屋川市役所,24
