局名,ppb
西部コミュニティセンター,38
国設大阪,28
茨木市役所,35
高石中学校,33
池田市立南畑会館,41
大東市役所,38
府立修徳学院,36
貝塚市消防署,38
島本町役場,43
富田林市役所,40
南海団地,42
泉南市役所,43
緑ケ丘小学校,35
三日市公民館,38
藤井寺市役所,40
岸和田中央公園,40
佐野中学校,37
泉大津市役所,37
豊能町役場,42
此花区役所,35
平尾小学校,37
野中小学校,37
桃谷中学校,36
大宮中学校,40
聖賢小学校,32
清江小学校,33
摂陽中学校,36
今宮中学校,37
九条南小学校,25
茨田北小学校,38
南港中央公園,29
出来島小学校,27
少林寺,37
浜寺,36
三宝,30
若松台,38
石津,29
登美丘,37
深井,38
美原,30
金岡南,36
高石消防署高師浜出張所,22
豊中市千成,36
豊中市千里,33
豊中市役所,38
吹田市垂水,36
吹田市北消防署,40
吹田市高野台,40
東大阪市西保健センター,38
東大阪市六万寺,41
東大阪市環境衛生検査センター,36
楠葉,47
枚方市役所,43
王仁公園,43
高槻北,50
庄所,45
八尾市保健所,39
成田,
寝屋川市役所,40
