局名,ppb
西部コミュニティセンター,38
国設大阪,44
茨木市役所,41
高石中学校,60
池田市立南畑会館,43
大東市役所,45
府立修徳学院,31
貝塚市消防署,67
島本町役場,27
富田林市役所,56
南海団地,54
泉南市役所,61
緑ケ丘小学校,75
三日市公民館,48
藤井寺市役所,51
岸和田中央公園,70
佐野中学校,60
泉大津市役所,55
豊能町役場,36
此花区役所,61
平尾小学校,51
野中小学校,44
桃谷中学校,44
大宮中学校,45
聖賢小学校,44
清江小学校,45
摂陽中学校,45
今宮中学校,49
九条南小学校,57
茨田北小学校,43
南港中央公園,37
出来島小学校,36
少林寺,60
浜寺,64
三宝,61
若松台,70
石津,55
登美丘,71
深井,71
美原,48
金岡南,61
高石消防署高師浜出張所,43
豊中市千成,44
豊中市千里,41
豊中市役所,42
吹田市垂水,40
吹田市北消防署,45
吹田市高野台,44
東大阪市西保健センター,45
東大阪市六万寺,35
東大阪市環境衛生検査センター,35
楠葉,41
枚方市役所,45
王仁公園,43
高槻北,****
庄所,44
八尾市保健所,42
成田,
寝屋川市役所,41
