局名,ppb
西部コミュニティセンター,45
国設大阪,48
茨木市役所,36
高石中学校,47
池田市立南畑会館,47
大東市役所,43
府立修徳学院,37
貝塚市消防署,48
島本町役場,27
富田林市役所,49
南海団地,44
泉南市役所,53
緑ケ丘小学校,49
三日市公民館,23
藤井寺市役所,45
岸和田中央公園,52
佐野中学校,46
泉大津市役所,49
豊能町役場,21
此花区役所,49
平尾小学校,53
野中小学校,50
桃谷中学校,49
大宮中学校,47
聖賢小学校,46
清江小学校,51
摂陽中学校,45
今宮中学校,51
九条南小学校,43
茨田北小学校,44
南港中央公園,54
出来島小学校,38
少林寺,52
浜寺,55
三宝,41
若松台,51
石津,53
登美丘,52
深井,53
美原,39
金岡南,52
高石消防署高師浜出張所,49
豊中市千成,49
豊中市千里,43
豊中市役所,49
吹田市垂水,47
吹田市北消防署,47
吹田市高野台,45
東大阪市西保健センター,46
東大阪市六万寺,41
東大阪市環境衛生検査センター,44
楠葉,39
枚方市役所,42
王仁公園,36
高槻北,44
庄所,43
八尾市保健所,45
成田,
寝屋川市役所,41
