局名,ppb
西部コミュニティセンター,41
国設大阪,37
茨木市役所,41
高石中学校,46
池田市立南畑会館,44
大東市役所,40
府立修徳学院,42
貝塚市消防署,62
島本町役場,40
富田林市役所,50
南海団地,57
泉南市役所,63
緑ケ丘小学校,61
三日市公民館,59
藤井寺市役所,42
岸和田中央公園,65
佐野中学校,55
泉大津市役所,57
豊能町役場,44
此花区役所,35
平尾小学校,42
野中小学校,43
桃谷中学校,43
大宮中学校,46
聖賢小学校,44
清江小学校,38
摂陽中学校,39
今宮中学校,42
九条南小学校,41
茨田北小学校,45
南港中央公園,24
出来島小学校,35
少林寺,51
浜寺,56
三宝,44
若松台,57
石津,44
登美丘,51
深井,58
美原,35
金岡南,52
高石消防署高師浜出張所,53
豊中市千成,45
豊中市千里,43
豊中市役所,42
吹田市垂水,40
吹田市北消防署,45
吹田市高野台,45
東大阪市西保健センター,46
東大阪市六万寺,42
東大阪市環境衛生検査センター,41
楠葉,43
枚方市役所,43
王仁公園,42
高槻北,40
庄所,42
八尾市保健所,44
成田,
寝屋川市役所,39
