局名,ppb
西部コミュニティセンター,24
国設大阪,21
茨木市役所,24
高石中学校,18
池田市立南畑会館,30
大東市役所,26
府立修徳学院,16
貝塚市消防署,22
島本町役場,23
富田林市役所,20
南海団地,15
泉南市役所,13
緑ケ丘小学校,28
三日市公民館,15
藤井寺市役所,16
岸和田中央公園,25
佐野中学校,19
泉大津市役所,21
豊能町役場,30
此花区役所,21
平尾小学校,17
野中小学校,23
桃谷中学校,21
大宮中学校,21
聖賢小学校,21
清江小学校,18
摂陽中学校,14
今宮中学校,21
九条南小学校,19
茨田北小学校,21
南港中央公園,11
出来島小学校,21
少林寺,19
浜寺,17
三宝,21
若松台,22
石津,20
登美丘,19
深井,18
美原,13
金岡南,18
高石消防署高師浜出張所,17
豊中市千成,23
豊中市千里,25
豊中市役所,23
吹田市垂水,23
吹田市北消防署,22
吹田市高野台,18
東大阪市西保健センター,20
東大阪市六万寺,17
東大阪市環境衛生検査センター,14
楠葉,24
枚方市役所,25
王仁公園,10
高槻北,31
庄所,28
八尾市保健所,13
成田,
寝屋川市役所,22
