局名,ppb
西部コミュニティセンター,25
国設大阪,39
茨木市役所,12
高石中学校,17
池田市立南畑会館,28
大東市役所,15
府立修徳学院,10
貝塚市消防署,25
島本町役場,12
富田林市役所,20
南海団地,24
泉南市役所,30
緑ケ丘小学校,25
三日市公民館,17
藤井寺市役所,14
岸和田中央公園,24
佐野中学校,24
泉大津市役所,19
豊能町役場,7
此花区役所,41
平尾小学校,30
野中小学校,39
桃谷中学校,20
大宮中学校,31
聖賢小学校,34
清江小学校,19
摂陽中学校,15
今宮中学校,29
九条南小学校,37
茨田北小学校,11
南港中央公園,29
出来島小学校,23
少林寺,18
浜寺,19
三宝,17
若松台,20
石津,19
登美丘,22
深井,21
美原,14
金岡南,18
高石消防署高師浜出張所,17
豊中市千成,39
豊中市千里,6
豊中市役所,14
吹田市垂水,10
吹田市北消防署,12
吹田市高野台,8
東大阪市西保健センター,20
東大阪市六万寺,19
東大阪市環境衛生検査センター,9
楠葉,10
枚方市役所,13
王仁公園,9
高槻北,16
庄所,11
八尾市保健所,12
成田,
寝屋川市役所,8
