局名,ppb
西部コミュニティセンター,6
国設大阪,8
茨木市役所,10
高石中学校,24
池田市立南畑会館,24
大東市役所,20
府立修徳学院,12
貝塚市消防署,25
島本町役場,9
富田林市役所,22
南海団地,22
泉南市役所,31
緑ケ丘小学校,21
三日市公民館,22
藤井寺市役所,17
岸和田中央公園,30
佐野中学校,22
泉大津市役所,26
豊能町役場,21
此花区役所,4
平尾小学校,21
野中小学校,13
桃谷中学校,20
大宮中学校,9
聖賢小学校,9
清江小学校,24
摂陽中学校,20
今宮中学校,18
九条南小学校,14
茨田北小学校,12
南港中央公園,3
出来島小学校,8
少林寺,20
浜寺,22
三宝,****
若松台,22
石津,25
登美丘,19
深井,18
美原,9
金岡南,18
高石消防署高師浜出張所,23
豊中市千成,12
豊中市千里,10
豊中市役所,11
吹田市垂水,12
吹田市北消防署,11
吹田市高野台,10
東大阪市西保健センター,24
東大阪市六万寺,32
東大阪市環境衛生検査センター,9
楠葉,10
枚方市役所,10
王仁公園,10
高槻北,16
庄所,****
八尾市保健所,24
成田,
寝屋川市役所,11
