局名,ppb
西部コミュニティセンター,23
国設大阪,27
茨木市役所,16
高石中学校,21
池田市立南畑会館,28
大東市役所,27
府立修徳学院,15
貝塚市消防署,16
島本町役場,17
富田林市役所,17
南海団地,19
泉南市役所,23
緑ケ丘小学校,13
三日市公民館,13
藤井寺市役所,17
岸和田中央公園,18
佐野中学校,16
泉大津市役所,22
豊能町役場,15
此花区役所,21
平尾小学校,22
野中小学校,26
桃谷中学校,25
大宮中学校,21
聖賢小学校,27
清江小学校,18
摂陽中学校,24
今宮中学校,25
九条南小学校,19
茨田北小学校,24
南港中央公園,19
出来島小学校,22
少林寺,18
浜寺,22
三宝,19
若松台,19
石津,22
登美丘,25
深井,22
美原,15
金岡南,22
高石消防署高師浜出張所,
豊中市千成,23
豊中市千里,25
豊中市役所,20
吹田市垂水,24
吹田市北消防署,21
吹田市高野台,14
東大阪市西保健センター,25
東大阪市六万寺,21
東大阪市環境衛生検査センター,18
楠葉,15
枚方市役所,26
王仁公園,18
高槻北,****
庄所,18
八尾市保健所,21
成田,
寝屋川市役所,21
