局名,ppb
西部コミュニティセンター,16
国設大阪,24
茨木市役所,17
高石中学校,23
池田市立南畑会館,33
大東市役所,20
府立修徳学院,16
貝塚市消防署,41
島本町役場,12
富田林市役所,26
南海団地,50
泉南市役所,24
緑ケ丘小学校,36
三日市公民館,20
藤井寺市役所,19
岸和田中央公園,26
佐野中学校,35
泉大津市役所,31
豊能町役場,22
此花区役所,21
平尾小学校,24
野中小学校,22
桃谷中学校,21
大宮中学校,15
聖賢小学校,22
清江小学校,15
摂陽中学校,13
今宮中学校,28
九条南小学校,27
茨田北小学校,16
南港中央公園,7
出来島小学校,18
少林寺,24
浜寺,24
三宝,18
若松台,34
石津,22
登美丘,30
深井,27
美原,17
金岡南,20
高石消防署高師浜出張所,25
豊中市千成,21
豊中市千里,23
豊中市役所,24
吹田市垂水,23
吹田市北消防署,21
吹田市高野台,18
東大阪市西保健センター,16
東大阪市六万寺,29
東大阪市環境衛生検査センター,13
楠葉,11
枚方市役所,13
王仁公園,14
高槻北,24
庄所,14
八尾市保健所,11
成田,
寝屋川市役所,12
