局名,ppb
西部コミュニティセンター,37
国設大阪,37
茨木市役所,34
高石中学校,33
池田市立南畑会館,36
大東市役所,39
府立修徳学院,28
貝塚市消防署,37
島本町役場,32
富田林市役所,40
南海団地,31
泉南市役所,38
緑ケ丘小学校,36
三日市公民館,37
藤井寺市役所,39
岸和田中央公園,41
佐野中学校,38
泉大津市役所,35
豊能町役場,37
此花区役所,37
平尾小学校,33
野中小学校,36
桃谷中学校,38
大宮中学校,37
聖賢小学校,37
清江小学校,30
摂陽中学校,30
今宮中学校,34
九条南小学校,34
茨田北小学校,38
南港中央公園,28
出来島小学校,26
少林寺,34
浜寺,36
三宝,30
若松台,37
石津,32
登美丘,39
深井,39
美原,31
金岡南,35
高石消防署高師浜出張所,31
豊中市千成,37
豊中市千里,30
豊中市役所,38
吹田市垂水,39
吹田市北消防署,37
吹田市高野台,37
東大阪市西保健センター,38
東大阪市六万寺,37
東大阪市環境衛生検査センター,35
楠葉,36
枚方市役所,36
王仁公園,35
高槻北,****
庄所,36
八尾市保健所,36
成田,
寝屋川市役所,37
