局名,ppb
西部コミュニティセンター,27
国設大阪,29
茨木市役所,30
高石中学校,24
池田市立南畑会館,28
大東市役所,30
府立修徳学院,25
貝塚市消防署,27
島本町役場,13
富田林市役所,17
南海団地,32
泉南市役所,30
緑ケ丘小学校,23
三日市公民館,16
藤井寺市役所,26
岸和田中央公園,26
佐野中学校,26
泉大津市役所,24
豊能町役場,23
此花区役所,****
平尾小学校,28
野中小学校,33
桃谷中学校,24
大宮中学校,****
聖賢小学校,****
清江小学校,23
摂陽中学校,****
今宮中学校,27
九条南小学校,****
茨田北小学校,****
南港中央公園,26
出来島小学校,28
少林寺,28
浜寺,29
三宝,27
若松台,23
石津,28
登美丘,26
深井,26
美原,19
金岡南,27
高石消防署高師浜出張所,27
豊中市千成,33
豊中市千里,****
豊中市役所,34
吹田市垂水,34
吹田市北消防署,35
吹田市高野台,****
東大阪市西保健センター,25
東大阪市六万寺,28
東大阪市環境衛生検査センター,24
楠葉,22
枚方市役所,21
王仁公園,19
高槻北,****
庄所,20
八尾市保健所,30
成田,
寝屋川市役所,22
