局名,ppb
西部コミュニティセンター,13
国設大阪,13
茨木市役所,19
高石中学校,18
池田市立南畑会館,26
大東市役所,18
府立修徳学院,17
貝塚市消防署,21
島本町役場,15
富田林市役所,20
南海団地,37
泉南市役所,23
緑ケ丘小学校,19
三日市公民館,
藤井寺市役所,19
岸和田中央公園,18
佐野中学校,19
泉大津市役所,21
豊能町役場,10
此花区役所,14
平尾小学校,12
野中小学校,11
桃谷中学校,11
大宮中学校,15
聖賢小学校,13
清江小学校,18
摂陽中学校,13
今宮中学校,11
九条南小学校,11
茨田北小学校,8
南港中央公園,10
出来島小学校,19
少林寺,20
浜寺,16
三宝,20
若松台,25
石津,18
登美丘,22
深井,21
美原,14
金岡南,18
高石消防署高師浜出張所,20
豊中市千成,13
豊中市千里,15
豊中市役所,24
吹田市垂水,20
吹田市北消防署,19
吹田市高野台,13
東大阪市西保健センター,9
東大阪市六万寺,24
東大阪市環境衛生検査センター,8
楠葉,8
枚方市役所,10
王仁公園,14
高槻北,****
庄所,12
八尾市保健所,12
成田,
寝屋川市役所,9
