局名,ppb
西部コミュニティセンター,41
国設大阪,42
茨木市役所,42
高石中学校,40
池田市立南畑会館,45
大東市役所,44
府立修徳学院,43
貝塚市消防署,44
島本町役場,41
富田林市役所,46
南海団地,46
泉南市役所,49
緑ケ丘小学校,44
三日市公民館,44
藤井寺市役所,44
岸和田中央公園,46
佐野中学校,45
泉大津市役所,42
豊能町役場,45
此花区役所,41
平尾小学校,43
野中小学校,39
桃谷中学校,44
大宮中学校,43
聖賢小学校,42
清江小学校,40
摂陽中学校,40
今宮中学校,39
九条南小学校,40
茨田北小学校,45
南港中央公園,41
出来島小学校,34
少林寺,36
浜寺,44
三宝,40
若松台,44
石津,41
登美丘,44
深井,39
美原,37
金岡南,43
高石消防署高師浜出張所,38
豊中市千成,42
豊中市千里,44
豊中市役所,41
吹田市垂水,41
吹田市北消防署,46
吹田市高野台,45
東大阪市西保健センター,45
東大阪市六万寺,39
東大阪市環境衛生検査センター,44
楠葉,43
枚方市役所,42
王仁公園,42
高槻北,44
庄所,45
八尾市保健所,45
成田,
寝屋川市役所,42
