局名,ppb
西部コミュニティセンター,31
国設大阪,37
茨木市役所,31
高石中学校,32
池田市立南畑会館,30
大東市役所,31
府立修徳学院,25
貝塚市消防署,36
島本町役場,13
富田林市役所,40
南海団地,44
泉南市役所,46
緑ケ丘小学校,42
三日市公民館,39
藤井寺市役所,35
岸和田中央公園,42
佐野中学校,43
泉大津市役所,38
豊能町役場,35
此花区役所,32
平尾小学校,34
野中小学校,24
桃谷中学校,39
大宮中学校,30
聖賢小学校,31
清江小学校,31
摂陽中学校,34
今宮中学校,34
九条南小学校,29
茨田北小学校,34
南港中央公園,27
出来島小学校,26
少林寺,38
浜寺,39
三宝,30
若松台,41
石津,37
登美丘,38
深井,38
美原,31
金岡南,36
高石消防署高師浜出張所,34
豊中市千成,26
豊中市千里,26
豊中市役所,24
吹田市垂水,28
吹田市北消防署,28
吹田市高野台,28
東大阪市西保健センター,36
東大阪市六万寺,26
東大阪市環境衛生検査センター,33
楠葉,26
枚方市役所,24
王仁公園,15
高槻北,****
庄所,32
八尾市保健所,31
成田,
寝屋川市役所,29
