局名,ppb
西部コミュニティセンター,31
国設大阪,38
茨木市役所,38
高石中学校,30
池田市立南畑会館,44
大東市役所,37
府立修徳学院,9
貝塚市消防署,36
島本町役場,38
富田林市役所,20
南海団地,41
泉南市役所,40
緑ケ丘小学校,27
三日市公民館,11
藤井寺市役所,23
岸和田中央公園,36
佐野中学校,38
泉大津市役所,31
豊能町役場,44
此花区役所,30
平尾小学校,37
野中小学校,38
桃谷中学校,36
大宮中学校,38
聖賢小学校,37
清江小学校,29
摂陽中学校,23
今宮中学校,32
九条南小学校,33
茨田北小学校,37
南港中央公園,24
出来島小学校,27
少林寺,29
浜寺,30
三宝,31
若松台,20
石津,26
登美丘,27
深井,21
美原,15
金岡南,28
高石消防署高師浜出張所,23
豊中市千成,40
豊中市千里,40
豊中市役所,37
吹田市垂水,39
吹田市北消防署,43
吹田市高野台,42
東大阪市西保健センター,40
東大阪市六万寺,27
東大阪市環境衛生検査センター,37
楠葉,38
枚方市役所,39
王仁公園,38
高槻北,41
庄所,41
八尾市保健所,36
成田,
寝屋川市役所,38
