局名,ppb
西部コミュニティセンター,23
国設大阪,26
茨木市役所,24
高石中学校,26
池田市立南畑会館,31
大東市役所,29
府立修徳学院,19
貝塚市消防署,28
島本町役場,27
富田林市役所,27
南海団地,26
泉南市役所,28
緑ケ丘小学校,27
三日市公民館,24
藤井寺市役所,24
岸和田中央公園,28
佐野中学校,29
泉大津市役所,25
豊能町役場,34
此花区役所,19
平尾小学校,27
野中小学校,27
桃谷中学校,29
大宮中学校,28
聖賢小学校,27
清江小学校,28
摂陽中学校,26
今宮中学校,28
九条南小学校,26
茨田北小学校,30
南港中央公園,16
出来島小学校,24
少林寺,26
浜寺,30
三宝,31
若松台,29
石津,31
登美丘,27
深井,****
美原,15
金岡南,26
高石消防署高師浜出張所,28
豊中市千成,28
豊中市千里,25
豊中市役所,29
吹田市垂水,26
吹田市北消防署,29
吹田市高野台,28
東大阪市西保健センター,30
東大阪市六万寺,27
東大阪市環境衛生検査センター,24
楠葉,24
枚方市役所,29
王仁公園,24
高槻北,27
庄所,28
八尾市保健所,28
成田,
寝屋川市役所,27
