局名,ppb
西部コミュニティセンター,35
国設大阪,33
茨木市役所,20
高石中学校,17
池田市立南畑会館,27
大東市役所,35
府立修徳学院,21
貝塚市消防署,28
島本町役場,29
富田林市役所,26
南海団地,42
泉南市役所,36
緑ケ丘小学校,25
三日市公民館,20
藤井寺市役所,21
岸和田中央公園,32
佐野中学校,27
泉大津市役所,19
豊能町役場,15
此花区役所,24
平尾小学校,26
野中小学校,27
桃谷中学校,28
大宮中学校,29
聖賢小学校,32
清江小学校,17
摂陽中学校,17
今宮中学校,31
九条南小学校,27
茨田北小学校,35
南港中央公園,13
出来島小学校,24
少林寺,16
浜寺,24
三宝,11
若松台,25
石津,20
登美丘,28
深井,25
美原,15
金岡南,22
高石消防署高師浜出張所,15
豊中市千成,26
豊中市千里,31
豊中市役所,29
吹田市垂水,25
吹田市北消防署,27
吹田市高野台,24
東大阪市西保健センター,26
東大阪市六万寺,29
東大阪市環境衛生検査センター,19
楠葉,36
枚方市役所,29
王仁公園,22
高槻北,****
庄所,24
八尾市保健所,23
成田,
寝屋川市役所,30
