局名,ppb
西部コミュニティセンター,13
国設大阪,31
茨木市役所,20
高石中学校,33
池田市立南畑会館,29
大東市役所,32
府立修徳学院,24
貝塚市消防署,36
島本町役場,19
富田林市役所,29
南海団地,36
泉南市役所,38
緑ケ丘小学校,36
三日市公民館,31
藤井寺市役所,29
岸和田中央公園,41
佐野中学校,38
泉大津市役所,33
豊能町役場,39
此花区役所,24
平尾小学校,29
野中小学校,23
桃谷中学校,30
大宮中学校,19
聖賢小学校,32
清江小学校,27
摂陽中学校,28
今宮中学校,31
九条南小学校,28
茨田北小学校,33
南港中央公園,23
出来島小学校,13
少林寺,30
浜寺,37
三宝,28
若松台,33
石津,34
登美丘,34
深井,35
美原,19
金岡南,31
高石消防署高師浜出張所,30
豊中市千成,24
豊中市千里,20
豊中市役所,20
吹田市垂水,26
吹田市北消防署,23
吹田市高野台,21
東大阪市西保健センター,33
東大阪市六万寺,35
東大阪市環境衛生検査センター,30
楠葉,17
枚方市役所,26
王仁公園,24
高槻北,26
庄所,26
八尾市保健所,34
成田,
寝屋川市役所,20
