局名,ppb
西部コミュニティセンター,24
国設大阪,26
茨木市役所,6
高石中学校,21
池田市立南畑会館,28
大東市役所,26
府立修徳学院,20
貝塚市消防署,27
島本町役場,8
富田林市役所,17
南海団地,25
泉南市役所,27
緑ケ丘小学校,16
三日市公民館,14
藤井寺市役所,24
岸和田中央公園,29
佐野中学校,24
泉大津市役所,24
豊能町役場,6
此花区役所,25
平尾小学校,25
野中小学校,17
桃谷中学校,26
大宮中学校,25
聖賢小学校,27
清江小学校,24
摂陽中学校,23
今宮中学校,23
九条南小学校,28
茨田北小学校,29
南港中央公園,25
出来島小学校,9
少林寺,22
浜寺,25
三宝,22
若松台,22
石津,24
登美丘,25
深井,24
美原,19
金岡南,24
高石消防署高師浜出張所,17
豊中市千成,14
豊中市千里,18
豊中市役所,23
吹田市垂水,19
吹田市北消防署,15
吹田市高野台,22
東大阪市西保健センター,27
東大阪市六万寺,26
東大阪市環境衛生検査センター,25
楠葉,11
枚方市役所,22
王仁公園,24
高槻北,15
庄所,11
八尾市保健所,23
成田,
寝屋川市役所,23
