局名,ppb
西部コミュニティセンター,41
国設大阪,38
茨木市役所,32
高石中学校,44
池田市立南畑会館,43
大東市役所,38
府立修徳学院,39
貝塚市消防署,45
島本町役場,35
富田林市役所,48
南海団地,46
泉南市役所,49
緑ケ丘小学校,48
三日市公民館,46
藤井寺市役所,49
岸和田中央公園,47
佐野中学校,46
泉大津市役所,43
豊能町役場,42
此花区役所,38
平尾小学校,39
野中小学校,38
桃谷中学校,43
大宮中学校,43
聖賢小学校,40
清江小学校,43
摂陽中学校,44
今宮中学校,40
九条南小学校,34
茨田北小学校,42
南港中央公園,31
出来島小学校,25
少林寺,44
浜寺,45
三宝,38
若松台,48
石津,43
登美丘,48
深井,47
美原,38
金岡南,48
高石消防署高師浜出張所,30
豊中市千成,40
豊中市千里,37
豊中市役所,37
吹田市垂水,39
吹田市北消防署,42
吹田市高野台,40
東大阪市西保健センター,41
東大阪市六万寺,38
東大阪市環境衛生検査センター,40
楠葉,41
枚方市役所,36
王仁公園,39
高槻北,****
庄所,43
八尾市保健所,41
成田,
寝屋川市役所,36
