局名,ppb
西部コミュニティセンター,22
国設大阪,27
茨木市役所,12
高石中学校,24
池田市立南畑会館,31
大東市役所,27
府立修徳学院,26
貝塚市消防署,35
島本町役場,11
富田林市役所,37
南海団地,31
泉南市役所,37
緑ケ丘小学校,31
三日市公民館,
藤井寺市役所,33
岸和田中央公園,31
佐野中学校,33
泉大津市役所,23
豊能町役場,35
此花区役所,17
平尾小学校,23
野中小学校,26
桃谷中学校,22
大宮中学校,29
聖賢小学校,24
清江小学校,24
摂陽中学校,****
今宮中学校,23
九条南小学校,16
茨田北小学校,24
南港中央公園,13
出来島小学校,14
少林寺,24
浜寺,24
三宝,26
若松台,32
石津,21
登美丘,33
深井,28
美原,24
金岡南,27
高石消防署高師浜出張所,16
豊中市千成,29
豊中市千里,****
豊中市役所,24
吹田市垂水,****
吹田市北消防署,****
吹田市高野台,21
東大阪市西保健センター,27
東大阪市六万寺,31
東大阪市環境衛生検査センター,26
楠葉,****
枚方市役所,20
王仁公園,24
高槻北,****
庄所,20
八尾市保健所,28
成田,
寝屋川市役所,19
