局名,ppb
西部コミュニティセンター,39
国設大阪,40
茨木市役所,39
高石中学校,37
池田市立南畑会館,41
大東市役所,36
府立修徳学院,17
貝塚市消防署,34
島本町役場,37
富田林市役所,17
南海団地,41
泉南市役所,33
緑ケ丘小学校,38
三日市公民館,11
藤井寺市役所,25
岸和田中央公園,34
佐野中学校,42
泉大津市役所,36
豊能町役場,40
此花区役所,38
平尾小学校,40
野中小学校,41
桃谷中学校,40
大宮中学校,40
聖賢小学校,40
清江小学校,39
摂陽中学校,37
今宮中学校,37
九条南小学校,35
茨田北小学校,39
南港中央公園,37
出来島小学校,37
少林寺,41
浜寺,41
三宝,40
若松台,41
石津,38
登美丘,40
深井,41
美原,33
金岡南,42
高石消防署高師浜出張所,36
豊中市千成,41
豊中市千里,39
豊中市役所,39
吹田市垂水,39
吹田市北消防署,40
吹田市高野台,39
東大阪市西保健センター,40
東大阪市六万寺,26
東大阪市環境衛生検査センター,34
楠葉,42
枚方市役所,39
王仁公園,40
高槻北,****
庄所,39
八尾市保健所,27
成田,
寝屋川市役所,36
