局名,ppb
西部コミュニティセンター,10
国設大阪,11
茨木市役所,10
高石中学校,13
池田市立南畑会館,20
大東市役所,13
府立修徳学院,15
貝塚市消防署,19
島本町役場,12
富田林市役所,18
南海団地,36
泉南市役所,30
緑ケ丘小学校,16
三日市公民館,
藤井寺市役所,18
岸和田中央公園,20
佐野中学校,21
泉大津市役所,20
豊能町役場,9
此花区役所,7
平尾小学校,9
野中小学校,14
桃谷中学校,8
大宮中学校,9
聖賢小学校,9
清江小学校,16
摂陽中学校,8
今宮中学校,8
九条南小学校,8
茨田北小学校,6
南港中央公園,8
出来島小学校,13
少林寺,18
浜寺,20
三宝,16
若松台,24
石津,17
登美丘,21
深井,19
美原,11
金岡南,16
高石消防署高師浜出張所,14
豊中市千成,10
豊中市千里,17
豊中市役所,20
吹田市垂水,14
吹田市北消防署,19
吹田市高野台,17
東大阪市西保健センター,6
東大阪市六万寺,22
東大阪市環境衛生検査センター,6
楠葉,6
枚方市役所,11
王仁公園,12
高槻北,****
庄所,14
八尾市保健所,8
成田,
寝屋川市役所,9
