局名,ppb
西部コミュニティセンター,17
国設大阪,19
茨木市役所,8
高石中学校,11
池田市立南畑会館,18
大東市役所,19
府立修徳学院,17
貝塚市消防署,5
島本町役場,26
富田林市役所,10
南海団地,19
泉南市役所,8
緑ケ丘小学校,10
三日市公民館,7
藤井寺市役所,12
岸和田中央公園,9
佐野中学校,3
泉大津市役所,10
豊能町役場,6
此花区役所,16
平尾小学校,18
野中小学校,22
桃谷中学校,22
大宮中学校,14
聖賢小学校,21
清江小学校,11
摂陽中学校,13
今宮中学校,19
九条南小学校,15
茨田北小学校,17
南港中央公園,4
出来島小学校,16
少林寺,15
浜寺,14
三宝,15
若松台,11
石津,16
登美丘,13
深井,14
美原,7
金岡南,16
高石消防署高師浜出張所,11
豊中市千成,19
豊中市千里,22
豊中市役所,24
吹田市垂水,19
吹田市北消防署,20
吹田市高野台,17
東大阪市西保健センター,16
東大阪市六万寺,17
東大阪市環境衛生検査センター,8
楠葉,14
枚方市役所,16
王仁公園,14
高槻北,17
庄所,15
八尾市保健所,8
成田,
寝屋川市役所,19
