局名,ppb
西部コミュニティセンター,43
国設大阪,41
茨木市役所,44
高石中学校,50
池田市立南畑会館,46
大東市役所,45
府立修徳学院,39
貝塚市消防署,54
島本町役場,33
富田林市役所,49
南海団地,50
泉南市役所,54
緑ケ丘小学校,53
三日市公民館,46
藤井寺市役所,46
岸和田中央公園,56
佐野中学校,53
泉大津市役所,50
豊能町役場,43
此花区役所,39
平尾小学校,41
野中小学校,45
桃谷中学校,41
大宮中学校,45
聖賢小学校,43
清江小学校,47
摂陽中学校,45
今宮中学校,40
九条南小学校,40
茨田北小学校,45
南港中央公園,40
出来島小学校,36
少林寺,47
浜寺,51
三宝,44
若松台,52
石津,49
登美丘,51
深井,49
美原,41
金岡南,51
高石消防署高師浜出張所,50
豊中市千成,47
豊中市千里,44
豊中市役所,44
吹田市垂水,44
吹田市北消防署,48
吹田市高野台,46
東大阪市西保健センター,43
東大阪市六万寺,42
東大阪市環境衛生検査センター,42
楠葉,44
枚方市役所,44
王仁公園,44
高槻北,****
庄所,46
八尾市保健所,42
成田,
寝屋川市役所,41
