局名,ppb
西部コミュニティセンター,9
国設大阪,14
茨木市役所,7
高石中学校,17
池田市立南畑会館,27
大東市役所,8
府立修徳学院,22
貝塚市消防署,23
島本町役場,4
富田林市役所,17
南海団地,38
泉南市役所,29
緑ケ丘小学校,23
三日市公民館,20
藤井寺市役所,24
岸和田中央公園,22
佐野中学校,22
泉大津市役所,17
豊能町役場,11
此花区役所,11
平尾小学校,11
野中小学校,13
桃谷中学校,10
大宮中学校,8
聖賢小学校,12
清江小学校,15
摂陽中学校,2
今宮中学校,13
九条南小学校,16
茨田北小学校,8
南港中央公園,3
出来島小学校,15
少林寺,19
浜寺,17
三宝,18
若松台,29
石津,17
登美丘,19
深井,16
美原,9
金岡南,15
高石消防署高師浜出張所,19
豊中市千成,9
豊中市千里,23
豊中市役所,23
吹田市垂水,7
吹田市北消防署,16
吹田市高野台,9
東大阪市西保健センター,6
東大阪市六万寺,18
東大阪市環境衛生検査センター,2
楠葉,3
枚方市役所,9
王仁公園,12
高槻北,****
庄所,8
八尾市保健所,6
成田,
寝屋川市役所,15
