局名,ppb
西部コミュニティセンター,4
国設大阪,10
茨木市役所,2
高石中学校,8
池田市立南畑会館,19
大東市役所,10
府立修徳学院,16
貝塚市消防署,17
島本町役場,1
富田林市役所,10
南海団地,37
泉南市役所,22
緑ケ丘小学校,25
三日市公民館,18
藤井寺市役所,9
岸和田中央公園,13
佐野中学校,17
泉大津市役所,6
豊能町役場,7
此花区役所,5
平尾小学校,6
野中小学校,8
桃谷中学校,8
大宮中学校,4
聖賢小学校,7
清江小学校,2
摂陽中学校,2
今宮中学校,9
九条南小学校,13
茨田北小学校,5
南港中央公園,2
出来島小学校,2
少林寺,5
浜寺,9
三宝,3
若松台,32
石津,7
登美丘,14
深井,9
美原,8
金岡南,8
高石消防署高師浜出張所,9
豊中市千成,2
豊中市千里,3
豊中市役所,4
吹田市垂水,2
吹田市北消防署,11
吹田市高野台,2
東大阪市西保健センター,5
東大阪市六万寺,13
東大阪市環境衛生検査センター,0
楠葉,2
枚方市役所,9
王仁公園,13
高槻北,****
庄所,2
八尾市保健所,2
成田,
寝屋川市役所,11
