局名,ppb
西部コミュニティセンター,28
国設大阪,33
茨木市役所,32
高石中学校,31
池田市立南畑会館,36
大東市役所,34
府立修徳学院,34
貝塚市消防署,34
島本町役場,28
富田林市役所,33
南海団地,35
泉南市役所,38
緑ケ丘小学校,34
三日市公民館,33
藤井寺市役所,34
岸和田中央公園,34
佐野中学校,34
泉大津市役所,33
豊能町役場,34
此花区役所,30
平尾小学校,33
野中小学校,29
桃谷中学校,34
大宮中学校,34
聖賢小学校,33
清江小学校,30
摂陽中学校,31
今宮中学校,33
九条南小学校,31
茨田北小学校,33
南港中央公園,31
出来島小学校,27
少林寺,29
浜寺,34
三宝,34
若松台,34
石津,34
登美丘,33
深井,33
美原,27
金岡南,35
高石消防署高師浜出張所,26
豊中市千成,34
豊中市千里,34
豊中市役所,30
吹田市垂水,34
吹田市北消防署,36
吹田市高野台,28
東大阪市西保健センター,35
東大阪市六万寺,32
東大阪市環境衛生検査センター,33
楠葉,32
枚方市役所,32
王仁公園,31
高槻北,****
庄所,33
八尾市保健所,34
成田,
寝屋川市役所,31
