局名,ppb
西部コミュニティセンター,33
国設大阪,36
茨木市役所,36
高石中学校,37
池田市立南畑会館,40
大東市役所,38
府立修徳学院,33
貝塚市消防署,39
島本町役場,28
富田林市役所,35
南海団地,41
泉南市役所,46
緑ケ丘小学校,42
三日市公民館,36
藤井寺市役所,38
岸和田中央公園,39
佐野中学校,39
泉大津市役所,30
豊能町役場,49
此花区役所,32
平尾小学校,31
野中小学校,36
桃谷中学校,36
大宮中学校,35
聖賢小学校,34
清江小学校,36
摂陽中学校,35
今宮中学校,33
九条南小学校,28
茨田北小学校,37
南港中央公園,32
出来島小学校,32
少林寺,37
浜寺,39
三宝,39
若松台,40
石津,39
登美丘,37
深井,37
美原,29
金岡南,38
高石消防署高師浜出張所,36
豊中市千成,37
豊中市千里,38
豊中市役所,37
吹田市垂水,39
吹田市北消防署,40
吹田市高野台,38
東大阪市西保健センター,39
東大阪市六万寺,35
東大阪市環境衛生検査センター,37
楠葉,30
枚方市役所,33
王仁公園,34
高槻北,****
庄所,37
八尾市保健所,36
成田,
寝屋川市役所,35
