局名,ppb
西部コミュニティセンター,41
国設大阪,36
茨木市役所,30
高石中学校,36
池田市立南畑会館,45
大東市役所,41
府立修徳学院,18
貝塚市消防署,48
島本町役場,22
富田林市役所,44
南海団地,50
泉南市役所,53
緑ケ丘小学校,48
三日市公民館,34
藤井寺市役所,39
岸和田中央公園,45
佐野中学校,50
泉大津市役所,44
豊能町役場,31
此花区役所,38
平尾小学校,35
野中小学校,45
桃谷中学校,40
大宮中学校,42
聖賢小学校,39
清江小学校,****
摂陽中学校,38
今宮中学校,****
九条南小学校,35
茨田北小学校,41
南港中央公園,****
出来島小学校,****
少林寺,43
浜寺,43
三宝,41
若松台,47
石津,39
登美丘,39
深井,36
美原,35
金岡南,40
高石消防署高師浜出張所,35
豊中市千成,46
豊中市千里,40
豊中市役所,34
吹田市垂水,41
吹田市北消防署,45
吹田市高野台,35
東大阪市西保健センター,40
東大阪市六万寺,35
東大阪市環境衛生検査センター,40
楠葉,42
枚方市役所,40
王仁公園,39
高槻北,****
庄所,39
八尾市保健所,38
成田,
寝屋川市役所,40
