局名,ppb
西部コミュニティセンター,11
国設大阪,10
茨木市役所,9
高石中学校,13
池田市立南畑会館,17
大東市役所,7
府立修徳学院,16
貝塚市消防署,29
島本町役場,7
富田林市役所,19
南海団地,31
泉南市役所,32
緑ケ丘小学校,27
三日市公民館,18
藤井寺市役所,19
岸和田中央公園,24
佐野中学校,25
泉大津市役所,18
豊能町役場,6
此花区役所,9
平尾小学校,20
野中小学校,15
桃谷中学校,10
大宮中学校,10
聖賢小学校,10
清江小学校,17
摂陽中学校,17
今宮中学校,16
九条南小学校,8
茨田北小学校,10
南港中央公園,19
出来島小学校,10
少林寺,16
浜寺,13
三宝,17
若松台,26
石津,15
登美丘,20
深井,16
美原,12
金岡南,15
高石消防署高師浜出張所,12
豊中市千成,13
豊中市千里,16
豊中市役所,13
吹田市垂水,14
吹田市北消防署,9
吹田市高野台,10
東大阪市西保健センター,7
東大阪市六万寺,18
東大阪市環境衛生検査センター,5
楠葉,6
枚方市役所,11
王仁公園,20
高槻北,****
庄所,9
八尾市保健所,6
成田,
寝屋川市役所,13
