局名,ppb
西部コミュニティセンター,25
国設大阪,22
茨木市役所,27
高石中学校,39
池田市立南畑会館,31
大東市役所,24
府立修徳学院,30
貝塚市消防署,42
島本町役場,21
富田林市役所,43
南海団地,40
泉南市役所,44
緑ケ丘小学校,42
三日市公民館,39
藤井寺市役所,33
岸和田中央公園,45
佐野中学校,42
泉大津市役所,39
豊能町役場,39
此花区役所,24
平尾小学校,27
野中小学校,24
桃谷中学校,31
大宮中学校,25
聖賢小学校,24
清江小学校,26
摂陽中学校,32
今宮中学校,27
九条南小学校,23
茨田北小学校,25
南港中央公園,24
出来島小学校,22
少林寺,37
浜寺,41
三宝,28
若松台,42
石津,36
登美丘,42
深井,41
美原,37
金岡南,39
高石消防署高師浜出張所,33
豊中市千成,29
豊中市千里,26
豊中市役所,31
吹田市垂水,29
吹田市北消防署,30
吹田市高野台,30
東大阪市西保健センター,33
東大阪市六万寺,37
東大阪市環境衛生検査センター,30
楠葉,21
枚方市役所,22
王仁公園,21
高槻北,****
庄所,28
八尾市保健所,34
成田,
寝屋川市役所,22
