局名,ppb
西部コミュニティセンター,11
国設大阪,24
茨木市役所,12
高石中学校,32
池田市立南畑会館,32
大東市役所,11
府立修徳学院,16
貝塚市消防署,32
島本町役場,17
富田林市役所,27
南海団地,33
泉南市役所,34
緑ケ丘小学校,30
三日市公民館,18
藤井寺市役所,24
岸和田中央公園,31
佐野中学校,29
泉大津市役所,33
豊能町役場,22
此花区役所,22
平尾小学校,30
野中小学校,17
桃谷中学校,32
大宮中学校,15
聖賢小学校,17
清江小学校,28
摂陽中学校,27
今宮中学校,28
九条南小学校,23
茨田北小学校,15
南港中央公園,33
出来島小学校,9
少林寺,32
浜寺,37
三宝,26
若松台,32
石津,33
登美丘,34
深井,32
美原,26
金岡南,35
高石消防署高師浜出張所,32
豊中市千成,13
豊中市千里,10
豊中市役所,9
吹田市垂水,19
吹田市北消防署,12
吹田市高野台,14
東大阪市西保健センター,28
東大阪市六万寺,16
東大阪市環境衛生検査センター,26
楠葉,19
枚方市役所,11
王仁公園,9
高槻北,****
庄所,19
八尾市保健所,17
成田,
寝屋川市役所,14
