局名,ppb
西部コミュニティセンター,16
国設大阪,16
茨木市役所,24
高石中学校,9
池田市立南畑会館,33
大東市役所,27
府立修徳学院,17
貝塚市消防署,10
島本町役場,23
富田林市役所,9
南海団地,24
泉南市役所,18
緑ケ丘小学校,19
三日市公民館,13
藤井寺市役所,20
岸和田中央公園,9
佐野中学校,15
泉大津市役所,5
豊能町役場,28
此花区役所,9
平尾小学校,5
野中小学校,22
桃谷中学校,14
大宮中学校,12
聖賢小学校,17
清江小学校,3
摂陽中学校,4
今宮中学校,11
九条南小学校,7
茨田北小学校,7
南港中央公園,2
出来島小学校,16
少林寺,6
浜寺,11
三宝,3
若松台,20
石津,6
登美丘,16
深井,9
美原,5
金岡南,12
高石消防署高師浜出張所,6
豊中市千成,21
豊中市千里,26
豊中市役所,25
吹田市垂水,25
吹田市北消防署,25
吹田市高野台,24
東大阪市西保健センター,9
東大阪市六万寺,1
東大阪市環境衛生検査センター,2
楠葉,8
枚方市役所,25
王仁公園,9
高槻北,****
庄所,23
八尾市保健所,3
成田,
寝屋川市役所,23
