局名,ppb
西部コミュニティセンター,38
国設大阪,35
茨木市役所,28
高石中学校,38
池田市立南畑会館,28
大東市役所,38
府立修徳学院,34
貝塚市消防署,39
島本町役場,24
富田林市役所,42
南海団地,40
泉南市役所,42
緑ケ丘小学校,41
三日市公民館,37
藤井寺市役所,40
岸和田中央公園,42
佐野中学校,40
泉大津市役所,38
豊能町役場,30
此花区役所,36
平尾小学校,38
野中小学校,34
桃谷中学校,39
大宮中学校,37
聖賢小学校,37
清江小学校,37
摂陽中学校,36
今宮中学校,36
九条南小学校,32
茨田北小学校,40
南港中央公園,38
出来島小学校,30
少林寺,40
浜寺,40
三宝,34
若松台,41
石津,42
登美丘,42
深井,40
美原,38
金岡南,40
高石消防署高師浜出張所,38
豊中市千成,35
豊中市千里,26
豊中市役所,27
吹田市垂水,34
吹田市北消防署,27
吹田市高野台,27
東大阪市西保健センター,38
東大阪市六万寺,35
東大阪市環境衛生検査センター,39
楠葉,36
枚方市役所,32
王仁公園,30
高槻北,****
庄所,32
八尾市保健所,39
成田,
寝屋川市役所,36
