局名,ppb
西部コミュニティセンター,38
国設大阪,40
茨木市役所,39
高石中学校,22
池田市立南畑会館,44
大東市役所,49
府立修徳学院,31
貝塚市消防署,40
島本町役場,25
富田林市役所,21
南海団地,46
泉南市役所,32
緑ケ丘小学校,34
三日市公民館,23
藤井寺市役所,28
岸和田中央公園,30
佐野中学校,35
泉大津市役所,34
豊能町役場,31
此花区役所,33
平尾小学校,36
野中小学校,31
桃谷中学校,38
大宮中学校,32
聖賢小学校,36
清江小学校,37
摂陽中学校,34
今宮中学校,37
九条南小学校,40
茨田北小学校,34
南港中央公園,35
出来島小学校,33
少林寺,25
浜寺,31
三宝,30
若松台,24
石津,26
登美丘,35
深井,32
美原,19
金岡南,35
高石消防署高師浜出張所,23
豊中市千成,27
豊中市千里,16
豊中市役所,21
吹田市垂水,37
吹田市北消防署,36
吹田市高野台,35
東大阪市西保健センター,35
東大阪市六万寺,37
東大阪市環境衛生検査センター,39
楠葉,24
枚方市役所,36
王仁公園,33
高槻北,****
庄所,22
八尾市保健所,30
成田,
寝屋川市役所,34
