局名,ppb
西部コミュニティセンター,42
国設大阪,39
茨木市役所,35
高石中学校,43
池田市立南畑会館,45
大東市役所,44
府立修徳学院,38
貝塚市消防署,45
島本町役場,40
富田林市役所,43
南海団地,44
泉南市役所,46
緑ケ丘小学校,46
三日市公民館,44
藤井寺市役所,44
岸和田中央公園,44
佐野中学校,45
泉大津市役所,43
豊能町役場,****
此花区役所,38
平尾小学校,36
野中小学校,43
桃谷中学校,40
大宮中学校,42
聖賢小学校,42
清江小学校,36
摂陽中学校,35
今宮中学校,37
九条南小学校,36
茨田北小学校,37
南港中央公園,36
出来島小学校,27
少林寺,41
浜寺,42
三宝,38
若松台,****
石津,42
登美丘,47
深井,46
美原,38
金岡南,45
高石消防署高師浜出張所,36
豊中市千成,44
豊中市千里,35
豊中市役所,40
吹田市垂水,42
吹田市北消防署,45
吹田市高野台,45
東大阪市西保健センター,43
東大阪市六万寺,44
東大阪市環境衛生検査センター,34
楠葉,****
枚方市役所,43
王仁公園,39
高槻北,****
庄所,43
八尾市保健所,42
成田,
寝屋川市役所,42
