局名,ppb
西部コミュニティセンター,2
国設大阪,2
茨木市役所,1
高石中学校,22
池田市立南畑会館,26
大東市役所,10
府立修徳学院,20
貝塚市消防署,29
島本町役場,0
富田林市役所,17
南海団地,31
泉南市役所,28
緑ケ丘小学校,30
三日市公民館,11
藤井寺市役所,13
岸和田中央公園,28
佐野中学校,25
泉大津市役所,27
豊能町役場,6
此花区役所,17
平尾小学校,5
野中小学校,4
桃谷中学校,9
大宮中学校,2
聖賢小学校,3
清江小学校,8
摂陽中学校,24
今宮中学校,3
九条南小学校,6
茨田北小学校,3
南港中央公園,16
出来島小学校,7
少林寺,23
浜寺,25
三宝,9
若松台,30
石津,26
登美丘,27
深井,11
美原,7
金岡南,28
高石消防署高師浜出張所,25
豊中市千成,2
豊中市千里,0
豊中市役所,3
吹田市垂水,6
吹田市北消防署,1
吹田市高野台,3
東大阪市西保健センター,8
東大阪市六万寺,25
東大阪市環境衛生検査センター,2
楠葉,2
枚方市役所,5
王仁公園,8
高槻北,****
庄所,2
八尾市保健所,11
成田,
寝屋川市役所,7
