局名,ppb
西部コミュニティセンター,19
国設大阪,25
茨木市役所,13
高石中学校,15
池田市立南畑会館,19
大東市役所,30
府立修徳学院,20
貝塚市消防署,26
島本町役場,7
富田林市役所,16
南海団地,33
泉南市役所,26
緑ケ丘小学校,16
三日市公民館,12
藤井寺市役所,21
岸和田中央公園,17
佐野中学校,17
泉大津市役所,18
豊能町役場,7
此花区役所,16
平尾小学校,25
野中小学校,20
桃谷中学校,26
大宮中学校,19
聖賢小学校,22
清江小学校,23
摂陽中学校,22
今宮中学校,30
九条南小学校,18
茨田北小学校,27
南港中央公園,15
出来島小学校,18
少林寺,17
浜寺,20
三宝,15
若松台,20
石津,19
登美丘,18
深井,17
美原,14
金岡南,23
高石消防署高師浜出張所,17
豊中市千成,15
豊中市千里,16
豊中市役所,21
吹田市垂水,18
吹田市北消防署,13
吹田市高野台,14
東大阪市西保健センター,25
東大阪市六万寺,19
東大阪市環境衛生検査センター,23
楠葉,6
枚方市役所,20
王仁公園,22
高槻北,****
庄所,10
八尾市保健所,11
成田,
寝屋川市役所,23
