局名,ppb
西部コミュニティセンター,3
国設大阪,3
茨木市役所,4
高石中学校,10
池田市立南畑会館,11
大東市役所,4
府立修徳学院,12
貝塚市消防署,11
島本町役場,3
富田林市役所,17
南海団地,39
泉南市役所,21
緑ケ丘小学校,14
三日市公民館,18
藤井寺市役所,9
岸和田中央公園,13
佐野中学校,17
泉大津市役所,14
豊能町役場,5
此花区役所,2
平尾小学校,6
野中小学校,6
桃谷中学校,5
大宮中学校,3
聖賢小学校,4
清江小学校,9
摂陽中学校,3
今宮中学校,6
九条南小学校,2
茨田北小学校,5
南港中央公園,3
出来島小学校,4
少林寺,6
浜寺,6
三宝,10
若松台,24
石津,6
登美丘,21
深井,7
美原,4
金岡南,7
高石消防署高師浜出張所,10
豊中市千成,4
豊中市千里,8
豊中市役所,7
吹田市垂水,6
吹田市北消防署,7
吹田市高野台,3
東大阪市西保健センター,3
東大阪市六万寺,13
東大阪市環境衛生検査センター,1
楠葉,3
枚方市役所,3
王仁公園,5
高槻北,****
庄所,5
八尾市保健所,3
成田,
寝屋川市役所,4
