局名,ppb
西部コミュニティセンター,18
国設大阪,11
茨木市役所,22
高石中学校,33
池田市立南畑会館,40
大東市役所,24
府立修徳学院,27
貝塚市消防署,43
島本町役場,24
富田林市役所,30
南海団地,33
泉南市役所,38
緑ケ丘小学校,27
三日市公民館,22
藤井寺市役所,30
岸和田中央公園,42
佐野中学校,42
泉大津市役所,34
豊能町役場,19
此花区役所,6
平尾小学校,19
野中小学校,6
桃谷中学校,26
大宮中学校,16
聖賢小学校,19
清江小学校,20
摂陽中学校,25
今宮中学校,22
九条南小学校,8
茨田北小学校,24
南港中央公園,15
出来島小学校,3
少林寺,28
浜寺,30
三宝,19
若松台,32
石津,30
登美丘,35
深井,37
美原,21
金岡南,36
高石消防署高師浜出張所,18
豊中市千成,4
豊中市千里,32
豊中市役所,16
吹田市垂水,10
吹田市北消防署,21
吹田市高野台,17
東大阪市西保健センター,28
東大阪市六万寺,27
東大阪市環境衛生検査センター,22
楠葉,27
枚方市役所,31
王仁公園,32
高槻北,****
庄所,27
八尾市保健所,26
成田,
寝屋川市役所,26
