局名,ppb
西部コミュニティセンター,32
国設大阪,33
茨木市役所,33
高石中学校,31
池田市立南畑会館,36
大東市役所,35
府立修徳学院,33
貝塚市消防署,35
島本町役場,30
富田林市役所,35
南海団地,34
泉南市役所,38
緑ケ丘小学校,34
三日市公民館,34
藤井寺市役所,35
岸和田中央公園,35
佐野中学校,36
泉大津市役所,33
豊能町役場,35
此花区役所,29
平尾小学校,32
野中小学校,29
桃谷中学校,34
大宮中学校,35
聖賢小学校,34
清江小学校,32
摂陽中学校,32
今宮中学校,32
九条南小学校,28
茨田北小学校,34
南港中央公園,29
出来島小学校,26
少林寺,31
浜寺,37
三宝,36
若松台,36
石津,34
登美丘,34
深井,35
美原,29
金岡南,34
高石消防署高師浜出張所,28
豊中市千成,35
豊中市千里,34
豊中市役所,32
吹田市垂水,34
吹田市北消防署,36
吹田市高野台,28
東大阪市西保健センター,36
東大阪市六万寺,33
東大阪市環境衛生検査センター,36
楠葉,34
枚方市役所,33
王仁公園,34
高槻北,****
庄所,35
八尾市保健所,35
成田,
寝屋川市役所,32
