局名,ppb
西部コミュニティセンター,32
国設大阪,31
茨木市役所,27
高石中学校,28
池田市立南畑会館,32
大東市役所,32
府立修徳学院,28
貝塚市消防署,35
島本町役場,23
富田林市役所,32
南海団地,34
泉南市役所,36
緑ケ丘小学校,35
三日市公民館,24
藤井寺市役所,31
岸和田中央公園,37
佐野中学校,35
泉大津市役所,32
豊能町役場,31
此花区役所,31
平尾小学校,31
野中小学校,32
桃谷中学校,32
大宮中学校,33
聖賢小学校,31
清江小学校,29
摂陽中学校,29
今宮中学校,32
九条南小学校,30
茨田北小学校,32
南港中央公園,30
出来島小学校,27
少林寺,33
浜寺,33
三宝,25
若松台,34
石津,27
登美丘,32
深井,32
美原,29
金岡南,32
高石消防署高師浜出張所,29
豊中市千成,33
豊中市千里,27
豊中市役所,28
吹田市垂水,31
吹田市北消防署,31
吹田市高野台,30
東大阪市西保健センター,32
東大阪市六万寺,31
東大阪市環境衛生検査センター,32
楠葉,32
枚方市役所,30
王仁公園,30
高槻北,****
庄所,31
八尾市保健所,32
成田,
寝屋川市役所,28
