局名,ppb
西部コミュニティセンター,32
国設大阪,33
茨木市役所,30
高石中学校,31
池田市立南畑会館,35
大東市役所,33
府立修徳学院,31
貝塚市消防署,32
島本町役場,32
富田林市役所,31
南海団地,37
泉南市役所,39
緑ケ丘小学校,36
三日市公民館,33
藤井寺市役所,33
岸和田中央公園,36
佐野中学校,37
泉大津市役所,34
豊能町役場,36
此花区役所,32
平尾小学校,33
野中小学校,27
桃谷中学校,32
大宮中学校,34
聖賢小学校,33
清江小学校,31
摂陽中学校,31
今宮中学校,32
九条南小学校,30
茨田北小学校,34
南港中央公園,29
出来島小学校,31
少林寺,34
浜寺,33
三宝,29
若松台,35
石津,30
登美丘,33
深井,31
美原,29
金岡南,32
高石消防署高師浜出張所,31
豊中市千成,34
豊中市千里,34
豊中市役所,33
吹田市垂水,35
吹田市北消防署,37
吹田市高野台,35
東大阪市西保健センター,35
東大阪市六万寺,31
東大阪市環境衛生検査センター,32
楠葉,35
枚方市役所,34
王仁公園,35
高槻北,****
庄所,35
八尾市保健所,35
成田,
寝屋川市役所,30
