局名,ppb
西部コミュニティセンター,34
国設大阪,33
茨木市役所,34
高石中学校,26
池田市立南畑会館,36
大東市役所,34
府立修徳学院,26
貝塚市消防署,26
島本町役場,33
富田林市役所,28
南海団地,28
泉南市役所,23
緑ケ丘小学校,24
三日市公民館,9
藤井寺市役所,31
岸和田中央公園,28
佐野中学校,14
泉大津市役所,27
豊能町役場,37
此花区役所,32
平尾小学校,32
野中小学校,34
桃谷中学校,33
大宮中学校,33
聖賢小学校,32
清江小学校,31
摂陽中学校,30
今宮中学校,32
九条南小学校,32
茨田北小学校,34
南港中央公園,29
出来島小学校,33
少林寺,30
浜寺,28
三宝,30
若松台,31
石津,31
登美丘,31
深井,28
美原,25
金岡南,31
高石消防署高師浜出張所,29
豊中市千成,35
豊中市千里,34
豊中市役所,36
吹田市垂水,34
吹田市北消防署,37
吹田市高野台,34
東大阪市西保健センター,33
東大阪市六万寺,32
東大阪市環境衛生検査センター,29
楠葉,34
枚方市役所,32
王仁公園,25
高槻北,****
庄所,33
八尾市保健所,30
成田,
寝屋川市役所,30
