局名,ppb
西部コミュニティセンター,32
国設大阪,28
茨木市役所,29
高石中学校,33
池田市立南畑会館,30
大東市役所,31
府立修徳学院,24
貝塚市消防署,35
島本町役場,10
富田林市役所,31
南海団地,32
泉南市役所,36
緑ケ丘小学校,36
三日市公民館,14
藤井寺市役所,31
岸和田中央公園,38
佐野中学校,33
泉大津市役所,33
豊能町役場,34
此花区役所,28
平尾小学校,31
野中小学校,32
桃谷中学校,32
大宮中学校,31
聖賢小学校,30
清江小学校,31
摂陽中学校,29
今宮中学校,31
九条南小学校,27
茨田北小学校,31
南港中央公園,32
出来島小学校,24
少林寺,34
浜寺,34
三宝,30
若松台,33
石津,32
登美丘,32
深井,32
美原,27
金岡南,34
高石消防署高師浜出張所,30
豊中市千成,31
豊中市千里,27
豊中市役所,29
吹田市垂水,30
吹田市北消防署,31
吹田市高野台,30
東大阪市西保健センター,31
東大阪市六万寺,32
東大阪市環境衛生検査センター,32
楠葉,28
枚方市役所,26
王仁公園,23
高槻北,****
庄所,29
八尾市保健所,32
成田,
寝屋川市役所,29
