局名,ppb
西部コミュニティセンター,38
国設大阪,48
茨木市役所,41
高石中学校,43
池田市立南畑会館,49
大東市役所,36
府立修徳学院,32
貝塚市消防署,36
島本町役場,14
富田林市役所,27
南海団地,39
泉南市役所,39
緑ケ丘小学校,33
三日市公民館,21
藤井寺市役所,34
岸和田中央公園,44
佐野中学校,37
泉大津市役所,45
豊能町役場,17
此花区役所,40
平尾小学校,48
野中小学校,39
桃谷中学校,47
大宮中学校,42
聖賢小学校,43
清江小学校,44
摂陽中学校,42
今宮中学校,47
九条南小学校,44
茨田北小学校,34
南港中央公園,41
出来島小学校,33
少林寺,47
浜寺,48
三宝,46
若松台,28
石津,48
登美丘,45
深井,48
美原,36
金岡南,46
高石消防署高師浜出張所,44
豊中市千成,36
豊中市千里,33
豊中市役所,23
吹田市垂水,42
吹田市北消防署,41
吹田市高野台,42
東大阪市西保健センター,40
東大阪市六万寺,39
東大阪市環境衛生検査センター,28
楠葉,32
枚方市役所,42
王仁公園,26
高槻北,****
庄所,38
八尾市保健所,34
成田,
寝屋川市役所,27
