局名,ppb
西部コミュニティセンター,41
国設大阪,39
茨木市役所,33
高石中学校,43
池田市立南畑会館,36
大東市役所,42
府立修徳学院,38
貝塚市消防署,44
島本町役場,34
富田林市役所,48
南海団地,43
泉南市役所,45
緑ケ丘小学校,44
三日市公民館,44
藤井寺市役所,45
岸和田中央公園,47
佐野中学校,43
泉大津市役所,42
豊能町役場,37
此花区役所,36
平尾小学校,38
野中小学校,38
桃谷中学校,41
大宮中学校,40
聖賢小学校,39
清江小学校,41
摂陽中学校,41
今宮中学校,40
九条南小学校,39
茨田北小学校,43
南港中央公園,38
出来島小学校,21
少林寺,42
浜寺,45
三宝,35
若松台,45
石津,44
登美丘,46
深井,45
美原,41
金岡南,44
高石消防署高師浜出張所,38
豊中市千成,37
豊中市千里,34
豊中市役所,38
吹田市垂水,40
吹田市北消防署,39
吹田市高野台,39
東大阪市西保健センター,42
東大阪市六万寺,43
東大阪市環境衛生検査センター,42
楠葉,37
枚方市役所,38
王仁公園,37
高槻北,****
庄所,39
八尾市保健所,42
成田,
寝屋川市役所,38
