局名,ppb
西部コミュニティセンター,27
国設大阪,27
茨木市役所,28
高石中学校,25
池田市立南畑会館,34
大東市役所,31
府立修徳学院,30
貝塚市消防署,21
島本町役場,31
富田林市役所,27
南海団地,25
泉南市役所,17
緑ケ丘小学校,20
三日市公民館,6
藤井寺市役所,31
岸和田中央公園,21
佐野中学校,8
泉大津市役所,26
豊能町役場,37
此花区役所,21
平尾小学校,21
野中小学校,27
桃谷中学校,26
大宮中学校,25
聖賢小学校,25
清江小学校,24
摂陽中学校,23
今宮中学校,26
九条南小学校,24
茨田北小学校,28
南港中央公園,13
出来島小学校,22
少林寺,24
浜寺,29
三宝,22
若松台,25
石津,27
登美丘,28
深井,27
美原,18
金岡南,30
高石消防署高師浜出張所,27
豊中市千成,27
豊中市千里,27
豊中市役所,30
吹田市垂水,29
吹田市北消防署,32
吹田市高野台,29
東大阪市西保健センター,27
東大阪市六万寺,29
東大阪市環境衛生検査センター,20
楠葉,23
枚方市役所,19
王仁公園,18
高槻北,****
庄所,27
八尾市保健所,31
成田,
寝屋川市役所,26
