局名,ppb
西部コミュニティセンター,33
国設大阪,29
茨木市役所,27
高石中学校,32
池田市立南畑会館,31
大東市役所,32
府立修徳学院,25
貝塚市消防署,36
島本町役場,15
富田林市役所,29
南海団地,34
泉南市役所,38
緑ケ丘小学校,36
三日市公民館,15
藤井寺市役所,31
岸和田中央公園,38
佐野中学校,37
泉大津市役所,32
豊能町役場,33
此花区役所,32
平尾小学校,31
野中小学校,34
桃谷中学校,32
大宮中学校,33
聖賢小学校,31
清江小学校,31
摂陽中学校,29
今宮中学校,32
九条南小学校,30
茨田北小学校,32
南港中央公園,32
出来島小学校,28
少林寺,33
浜寺,32
三宝,27
若松台,33
石津,28
登美丘,31
深井,31
美原,28
金岡南,31
高石消防署高師浜出張所,29
豊中市千成,34
豊中市千里,27
豊中市役所,28
吹田市垂水,32
吹田市北消防署,30
吹田市高野台,28
東大阪市西保健センター,31
東大阪市六万寺,31
東大阪市環境衛生検査センター,31
楠葉,31
枚方市役所,27
王仁公園,27
高槻北,****
庄所,28
八尾市保健所,32
成田,
寝屋川市役所,28
