局名,ppb
西部コミュニティセンター,3
国設大阪,10
茨木市役所,9
高石中学校,24
池田市立南畑会館,29
大東市役所,7
府立修徳学院,18
貝塚市消防署,26
島本町役場,13
富田林市役所,19
南海団地,30
泉南市役所,23
緑ケ丘小学校,29
三日市公民館,13
藤井寺市役所,19
岸和田中央公園,27
佐野中学校,22
泉大津市役所,27
豊能町役場,7
此花区役所,20
平尾小学校,11
野中小学校,5
桃谷中学校,13
大宮中学校,3
聖賢小学校,6
清江小学校,9
摂陽中学校,15
今宮中学校,12
九条南小学校,12
茨田北小学校,4
南港中央公園,13
出来島小学校,7
少林寺,19
浜寺,25
三宝,9
若松台,28
石津,20
登美丘,25
深井,15
美原,20
金岡南,19
高石消防署高師浜出張所,22
豊中市千成,3
豊中市千里,3
豊中市役所,4
吹田市垂水,9
吹田市北消防署,13
吹田市高野台,10
東大阪市西保健センター,6
東大阪市六万寺,20
東大阪市環境衛生検査センター,2
楠葉,4
枚方市役所,5
王仁公園,3
高槻北,****
庄所,14
八尾市保健所,6
成田,
寝屋川市役所,7
