局名,ppb
西部コミュニティセンター,31
国設大阪,26
茨木市役所,26
高石中学校,38
池田市立南畑会館,32
大東市役所,31
府立修徳学院,30
貝塚市消防署,40
島本町役場,28
富田林市役所,41
南海団地,38
泉南市役所,41
緑ケ丘小学校,39
三日市公民館,38
藤井寺市役所,40
岸和田中央公園,43
佐野中学校,42
泉大津市役所,39
豊能町役場,38
此花区役所,23
平尾小学校,27
野中小学校,33
桃谷中学校,32
大宮中学校,32
聖賢小学校,31
清江小学校,****
摂陽中学校,30
今宮中学校,28
九条南小学校,28
茨田北小学校,****
南港中央公園,29
出来島小学校,18
少林寺,37
浜寺,36
三宝,27
若松台,41
石津,35
登美丘,39
深井,39
美原,34
金岡南,39
高石消防署高師浜出張所,30
豊中市千成,32
豊中市千里,28
豊中市役所,35
吹田市垂水,31
吹田市北消防署,36
吹田市高野台,33
東大阪市西保健センター,30
東大阪市六万寺,****
東大阪市環境衛生検査センター,32
楠葉,33
枚方市役所,31
王仁公園,30
高槻北,****
庄所,****
八尾市保健所,33
成田,
寝屋川市役所,29
