局名,ppb
西部コミュニティセンター,30
国設大阪,31
茨木市役所,29
高石中学校,29
池田市立南畑会館,32
大東市役所,28
府立修徳学院,14
貝塚市消防署,38
島本町役場,25
富田林市役所,29
南海団地,36
泉南市役所,40
緑ケ丘小学校,34
三日市公民館,26
藤井寺市役所,23
岸和田中央公園,40
佐野中学校,39
泉大津市役所,33
豊能町役場,29
此花区役所,28
平尾小学校,29
野中小学校,29
桃谷中学校,31
大宮中学校,32
聖賢小学校,32
清江小学校,31
摂陽中学校,28
今宮中学校,28
九条南小学校,27
茨田北小学校,28
南港中央公園,31
出来島小学校,27
少林寺,32
浜寺,33
三宝,24
若松台,29
石津,28
登美丘,34
深井,33
美原,22
金岡南,32
高石消防署高師浜出張所,30
豊中市千成,30
豊中市千里,23
豊中市役所,32
吹田市垂水,32
吹田市北消防署,31
吹田市高野台,29
東大阪市西保健センター,31
東大阪市六万寺,23
東大阪市環境衛生検査センター,29
楠葉,30
枚方市役所,29
王仁公園,30
高槻北,****
庄所,34
八尾市保健所,29
成田,
寝屋川市役所,29
